MemberID,Name,Parliament,Party,Date_Elected,Method_of_Election,Date_Vacated,Reason_for_Leaving,Electorate_List
178,"KERR, John",4,,5/08/1867,By-election,13/01/1871,Defeated,Pensioner Settlements
179,"TANCRED, Henry John",4,,7/08/1867,By-election,13/01/1871,Retired,Ashley
48,"BROWN, Charles",4,,7/02/1868,By-election,16/03/1870,Resigned,Omata
180,"COLLINS, Arthur Shuckburgh",4,,18/03/1868,By-election,13/01/1871,Re-elected,Collingwood
181,"HARRISON, William Henry",4,,3/04/1868,By-election,25/01/1871,Re-elected,Westland Boroughs
182,"BARFF, Edmund",4,,6/04/1868,By-election,13/01/1871,Defeated,Westland South
183,"GALLAGHER, Timothy",4,,9/04/1868,Supplementary Election,13/05/1870,Resigned,Westland North
184,"RUSSELL, Frederick Nene",4,,15/04/1868,General election,31/12/1870,Retired,Northern Maori
185,"TE MOANANUI, Tareha",4,,15/04/1868,General election,31/12/1870,Retired,Eastern Maori
186,"PAETAHI, Mete Kīngi te Rangi",4,,17/04/1868,General election,31/12/1870,Defeated,Western Maori
187,"ROLLESTON, William",4,,8/06/1868,By-election,13/01/1871,Re-elected,Avon
188,"KENNY, Courtney William Aylmer Thomas",4,,11/06/1868,By-election,26/01/1871,Re-elected,Picton
189,"PATTERSON, John",4,,20/06/1868,General election,31/12/1870,Retired,Southern Maori
59,"FOX, William",4,,22/06/1868,By-election,2/02/1871,Re-elected,Rangitīkei
190,"SWAN, William Turnbull",4,,2/07/1868,By-election,13/01/1871,Defeated,Franklin
191,"MITCHELL, Robert",4,,27/07/1868,By-election,27/03/1869,Resigned,Waikouaiti
192,"PEACOCK, John Thomas",4,,2/11/1868,By-election,15/01/1871,Re-elected,Town of Lyttelton
52,"STAFFORD, Edward William",4,,20/11/1868,By-election,19/01/1871,Re-elected,Timaru
193,"EDWARDS, Nathaniel",4,,24/12/1868,By-election,30/12/1870,Retired,City of Nelson
96,"MUNRO, John",4,,25/01/1869,By-election,29/01/1871,Re-elected,Marsden
194,"DRIVER, Henry",4,,12/02/1869,By-election,29/01/1871,Re-elected,Roslyn
195,"BIRCH, Thomas",4,,5/03/1869,By-election,13/01/1871,Retired,City of Dunedin
196,"FARNALL, Harry Warner",4,,15/03/1869,By-election,12/02/1871,Re-elected,Northern Division
137,"CREIGHTON, Robert James",4,,19/03/1869,By-election,13/01/1871,Retired,Newton
197,"RICH, Francis Dyer",4,,27/04/1869,By-election,13/01/1871,Retired,Waikouaiti
198,"KELLY, Thomas",4,,28/04/1869,By-election,27/01/1871,Re-elected,Town of New Plymouth
199,"COWAN, Cuthbert",4,,30/04/1869,By-election,23/07/1869,Resigned,Wallace
200,"GRAHAM, Charles Christie",4,,25/05/1869,By-election,13/01/1871,Retired,Oamaru
201,"HOWORTH, Henry",4,,19/06/1869,By-election,13/01/1871,Retired,Taieri
202,"WEBSTER, George",4,,17/09/1869,By-election,19/02/1871,Re-elected,Wallace
203,"BROWN, James Clark",4,,21/03/1870,By-election,13/01/1871,Re-elected,Bruce
80,"GILLIES, Thomas Bannatyne",4,,30/03/1870,By-election,5/02/1871,Re-elected,Mongonui
205,"MCINDOE, James",4,,25/04/1870,By-election,13/01/1871,Defeated,Caversham
204,"CARRINGTON, Frederick Alonzo",4,,27/04/1870,General election,13/01/1871,Re-elected,Omata
94,"WOOD, Reader Gilson",4,,12/05/1870,By-election,22/01/1871,Re-elected,Parnell
206,"MCGILLIVRAY, Lauchlan",4,,18/05/1870,By-election,26/01/1871,Re-elected,Riverton
207,"KYNNERSLEY, Thomas Alfred Sneyd",4,,2/07/1870,By-election,13/01/1871,Retired,Westland North
29,"MOORHOUSE, William Sefton",4,,12/08/1870,By-election,30/12/1870,Retired,City of Christchurch
62,"HALL, John",5,,14/01/1871,General election,19/12/1872,Resigned,Heathcote
187,"ROLLESTON, William",5,,14/01/1871,General election,21/12/1875,Re-elected,Avon
53,"FITZHERBERT, William",5,,16/01/1871,General election,19/12/1875,Re-elected,Hutt
192,"PEACOCK, John Thomas",5,,16/01/1871,General election,3/04/1873,Resigned,Lyttelton
73,"BRANDON, Alfred de Bathe",5,,17/01/1871,General election,30/12/1875,Re-elected,Wellington Country
204,"CARRINGTON, Frederick Alonzo",5,,17/01/1871,General election,19/12/1875,Re-elected,Grey and Bell
208,"GISBORNE, William",5,,18/01/1871,General election,10/09/1872,Resigned,Egmont
34,"WAKEFIELD, Edward Jerningham",5,,18/01/1871,General election,6/12/1875,Defeated,City of Christchurch East
163,"MCLEAN, Donald",5,,19/01/1871,General election,29/12/1875,Re-elected,Napier
209,"RICHARDSON, Edward",5,,19/01/1871,General election,20/12/1875,Re-elected,Christchurch West
210,"BATHGATE, John",5,,20/01/1871,General election,20/02/1874,Resigned,City of Dunedin
125,"REYNOLDS, William Hunter",5,,20/01/1871,General election,9/01/1876,Re-elected,City of Dunedin
52,"STAFFORD, Edward William",5,,20/01/1871,General election,27/12/1875,Re-elected,Timaru
211,"MCLEAN, George",5,,23/01/1871,General election,19/03/1872,Resigned,Waikouaiti
94,"WOOD, Reader Gilson",5,,23/01/1871,General election,30/12/1875,Re-elected,Parnell
212,"CALDER, William Henderson",5,,24/01/1871,General election,17/03/1873,Resigned,Invercargill
110,"EYES, William Henry",5,,24/01/1871,General election,8/12/1871,Resigned,Wairau
213,"CANTRELL, Richard Seaward",5,,25/01/1871,General election,31/07/1872,Resigned,Caversham
138,"HAUGHTON, Charles Edward Mallard",5,,25/01/1871,General election,21/12/1871,Resigned,Wakatipu
214,"SWANSON, William",5,,25/01/1871,General election,23/12/1875,Re-elected,Newton
215,"WHITE, John",5,,25/01/1871,General election,19/12/1875,Retired,Hokitika
181,"HARRISON, William Henry",5,,26/01/1871,General election,19/12/1875,Retired,Grey Valley
113,"ORMOND, John Davies",5,,26/01/1871,General election,8/01/1876,Re-elected,Clive
216,"RHODES, Robert Heaton",5,,26/01/1871,General election,18/02/1874,Resigned,Akaroa
217,"INGLES, Henry Anthony",5,,27/01/1871,General election,19/12/1875,Retired,Cheviot
188,"KENNY, Courtney William Aylmer Thomas",5,,27/01/1871,General election,17/01/1876,Re-elected,Picton
206,"MCGILLIVRAY, Lauchlan",5,,27/01/1871,General election,19/12/1875,Defeated,Riverton
176,"STUDHOLME, John",5,,27/01/1871,General election,8/12/1874,Resigned,Kaiapoi
218,"ANDREW, John Chapman",5,,28/01/1871,General election,19/12/1875,Re-elected,Wairarapa
140,"BUNNY, Henry",5,,28/01/1871,General election,19/12/1875,Re-elected,Wairarapa
198,"KELLY, Thomas",5,,28/01/1871,General election,22/12/1875,Re-elected,Town of New Plymouth
219,"MURRAY, William Archibald",5,,28/01/1871,General election,22/12/1875,Re-elected,Bruce
153,"BRYCE, John",5,,30/01/1871,General election,19/12/1875,Re-elected,Wanganui
194,"DRIVER, Henry",5,,30/01/1871,General election,15/08/1871,Resigned,Roslyn
96,"MUNRO, John",5,,30/01/1871,General election,19/12/1875,Defeated,Marsden
130,"VOGEL, Julius",5,,30/01/1871,General election,19/12/1875,Re-elected,Auckland East
137,"CREIGHTON, Robert James",5,,31/01/1871,General election,19/12/1875,Retired,Eden
220,"THOMSON, James William",5,,31/01/1871,General election,19/01/1876,Re-elected,Clutha
168,"REEVES, William",5,,1/02/1871,General election,19/12/1875,Defeated,Selwyn
221,"TAKAMOANA, Karaitiana",5,,1/02/1871,General election,14/01/1876,Re-elected,Eastern Maori
59,"FOX, William",5,,3/02/1871,General election,11/03/1875,Resigned,Rangitīkei
156,"REID, Donald",5,,3/02/1871,General election,19/12/1875,Re-elected,Taieri
222,"STEWARD, William Jukes",5,,3/02/1871,General election,19/12/1875,Defeated,Waitaki
223,"JOHNSTON, Walter Woods",5,,4/02/1871,General election,9/01/1876,Re-elected,Manawatu
224,"KARSLAKE, John Karslake",5,,4/02/1871,General election,12/04/1872,Resigned,Coleridge
225,"O'CONOR, Eugene Joseph",5,,4/02/1871,General election,19/12/1875,Defeated,Buller
144,"CURTIS, Oswald",5,,6/02/1871,General election,19/12/1875,Re-elected,City of Nelson
80,"GILLIES, Thomas Bannatyne",5,,6/02/1871,General election,19/12/1875,Resigned,Auckland West
226,"LIGHTBAND, Martin",5,,6/02/1871,General election,16/04/1872,Resigned,City of Nelson
46,"WILLIAMSON, John",5,,6/02/1871,General election,16/08/1871,Disqualified: Public servant,City of Auckland West
227,"HUNTER, George",5,,7/02/1871,General election,22/12/1875,Re-elected,City of Wellington
228,"PARKER, George Babington",5,,7/02/1871,General election,19/12/1875,Retired,Gladstone
229,"PEARCE, Edward",5,,7/02/1871,General election,22/12/1875,Re-elected,City of Wellington
230,"RICHARDSON, Ralph",5,,7/02/1871,General election,31/03/1873,Resigned,Suburbs of Nelson
231,"SHEPHERD, Thomas Luther",5,,7/02/1871,General election,19/12/1875,Retired,Dunstan
45,"HENDERSON, Thomas",5,,8/02/1871,General election,24/04/1874,Resigned,Waitemata
232,"TRIBE, George Henry",5,,8/02/1871,General election,9/01/1876,Re-elected,Totara
161,"BRADSHAW, James Benn Bradshaigh",5,,9/02/1871,General election,19/12/1875,Retired,Waikaia
149,"O'NEILL, Charles Gordon",5,,9/02/1871,General election,19/12/1875,Defeated,Thames
233,"MCLEOD, John",5,,10/02/1871,General election,23/05/1873,Resigned,Mongonui and Bay of Islands
234,"MCPHERSON, James",5,,10/02/1871,General election,20/12/1871,Resigned,Waikato
18,"MONRO, David",5,,10/02/1871,General election,19/12/1875,Election petition / Judicial review,Motueka
49,"PARKER, Charles",5,,10/02/1871,General election,19/12/1875,Defeated,Motueka
55,"BELL, Francis Dillon",5,,11/02/1871,General election,19/12/1875,Retired,Mataura
203,"BROWN, James Clark",5,,13/02/1871,General election,19/12/1875,Re-elected,Tuapeka
196,"FARNALL, Harry Warner",5,,13/02/1871,General election,17/01/1872,Resigned,Rodney
235,"PARATA, Wiremu Te Kakakura",5,,13/02/1871,General election,3/01/1876,Defeated,Western Maori
236,"SHEPHARD, Joseph",5,,13/02/1871,General election,19/12/1875,Defeated,Waimea
237,"TAIAROA, Hori Kerei",5,,13/02/1871,General election,3/01/1876,Re-elected,Southern Maori
238,"KATENE, Wiremu",5,,15/02/1871,General election,3/01/1876,Defeated,Northern Maori
35,"MACANDREW, James",5,,15/02/1871,General election,19/12/1875,Re-elected,Port Chalmers
180,"COLLINS, Arthur Shuckburgh",5,,16/02/1871,General election,8/10/1873,Resigned,Collingwood
239,"KELLY, William",5,,16/02/1871,General election,19/12/1875,Defeated,East Coast
169,"MERVYN, David Hunter",5,,16/02/1871,General election,19/12/1875,Retired,Mount Ida
240,"BROWN, John Evans",5,,17/02/1871,General election,19/12/1875,Re-elected,Ashley
95,"O'RORKE, George Maurice",5,,20/02/1871,General election,28/12/1875,Re-elected,Onehunga
202,"WEBSTER, George",5,,20/02/1871,General election,15/07/1875,Died,Wallace
136,"BUCKLAND, William Thomas",5,,23/02/1871,General election,19/12/1875,Retired,Franklin
82,"CLARK, Archibald",5,,23/02/1871,General election,2/02/1874,Resigned,Franklin
46,"WILLIAMSON, John",5,,1/09/1871,By-election,16/02/1875,Died,City of Auckland West
90,"MCGLASHAN, Edward",5,,12/09/1871,By-election,19/12/1875,Retired,Roslyn
241,"SEYMOUR, Arthur Penrose",5,,19/02/1872,By-election,6/05/1875,Resigned,Wairau
242,"JACKSON, Hon William",5,,1/03/1872,By-election,19/12/1875,Retired,Waikato
243,"HALLENSTEIN, Bendix",5,,13/03/1872,By-election,17/07/1873,Resigned,Wakatipu
244,"SHEEHAN, John",5,,16/03/1872,By-election,16/01/1876,Re-elected,Rodney
245,"LUCKIE, David Mitchell",5,,27/05/1872,By-election,6/12/1875,Retired,City of Nelson
18,"MONRO, David",5,,12/06/1872,By-election,6/06/1873,Resigned,Waikouaiti
246,"BLUETT, William James Geffrard",5,,23/07/1872,By-election,19/12/1875,Defeated,Coleridge
102,"WILSON, John Cracroft",5,,30/07/1872,By-election,19/12/1875,Defeated,Heathcote
247,"TOLMIE, William Alexander",5,,28/08/1872,By-election,8/08/1875,Died,Caversham
116,"ATKINSON, Harry Albert",5,,3/10/1872,By-election,6/12/1875,Re-elected,Egmont
106,"RICHMOND, Andrew James",5,,14/05/1873,By-election,29/12/1875,Re-elected,Suburbs of Nelson
248,"WEBB, Henry Richard",5,,19/05/1873,By-election,19/12/1875,Defeated,Lyttelton
249,"CUTHBERTSON, John Robert",5,,22/05/1873,By-election,19/12/1875,Defeated,Invercargill
250,"GILLIES, John Lillie",5,,23/07/1873,By-election,16/03/1875,Resigned,Waikouaiti
251,"WILLIAMS, John William",5,,24/07/1873,By-election,16/01/1876,Re-elected,Mongonui and Bay of Islands
252,"PYKE, Vincent",5,,19/08/1873,By-election,26/12/1875,Re-elected,Wakatipu
253,"GIBBS, William",5,,9/12/1873,By-election,28/12/1875,Re-elected,Collingwood
254,"MAY, Joseph",5,,9/04/1874,By-election,19/12/1875,Defeated,Franklin
256,"MONTGOMERY, William",5,,20/04/1874,By-election,30/07/1874,Election petition / Judicial review,Akaroa
255,"WALES, Nathaniel Young Armstrong",5,,23/04/1874,By-election,19/12/1875,Retired,City of Dunedin
257,"VON DER HEYDE, Gustav Ludwig Theodor",5,,28/07/1874,By-election,19/12/1875,Election petition / Judicial review,Waitemata
256,"MONTGOMERY, William",5,,10/08/1874,By-election,19/12/1875,Re-elected,Akaroa
257,"VON DER HEYDE, Gustav Ludwig Theodor",5,,8/09/1874,By-election,19/12/1875,Retired,Waitemata
258,"BOWEN, Charles Christopher",5,,22/01/1875,By-election,19/12/1875,Re-elected,Kaiapoi
259,"GREY, George",5,,27/03/1875,By-election,19/12/1875,Re-elected,Auckland West
170,"DIGNAN, Patrick",5,,14/04/1875,By-election,19/12/1875,Re-elected,City of Auckland West
260,"BALLANCE, John",5,,24/04/1875,By-election,19/12/1875,Re-elected,Rangitīkei
211,"MCLEAN, George",5,,3/05/1875,By-election,19/12/1875,Re-elected,Waikouaiti
261,"WARD, Joseph",5,,21/06/1875,By-election,19/12/1875,Defeated,Wairau
262,"BASSTIAN, Christopher",5,,6/08/1875,By-election,19/12/1875,Defeated,Wallace
263,"STOUT, Robert",5,,20/08/1875,By-election,19/12/1875,Re-elected,Caversham
144,"CURTIS, Oswald",6,,20/12/1875,General election,15/08/1879,Defeated,City of Nelson
264,"LARNACH, William James Mudie",6,,20/12/1875,General election,31/05/1878,Resigned,City of Dunedin
35,"MACANDREW, James",6,,20/12/1875,General election,27/08/1879,Re-elected,City of Dunedin
265,"SHARP, John",6,,20/12/1875,General election,7/01/1879,Resigned,City of Nelson
263,"STOUT, Robert",6,,20/12/1875,General election,23/06/1879,Resigned,City of Dunedin
258,"BOWEN, Charles Christopher",6,,21/12/1875,General election,27/08/1879,Re-elected,Kaiapoi
29,"MOORHOUSE, William Sefton",6,,21/12/1875,General election,10/09/1879,Re-elected,City of Christchurch
209,"RICHARDSON, Edward",6,,21/12/1875,General election,27/08/1879,Re-elected,City of Christchurch
266,"SEATON, James",6,,21/12/1875,General election,27/08/1879,Retired,Caversham
150,"STEVENS, Edward Cephas John",6,,21/12/1875,General election,9/09/1879,Re-elected,City of Christchurch
203,"BROWN, James Clark",6,,22/12/1875,General election,27/08/1879,Re-elected,Tuapeka
211,"MCLEAN, George",6,,22/12/1875,General election,5/09/1879,Re-elected,Waikouaiti
187,"ROLLESTON, William",6,,22/12/1875,General election,27/08/1879,Re-elected,Avon
170,"DIGNAN, Patrick",6,,23/12/1875,General election,1/02/1879,Resigned,City of Auckland West
259,"GREY, George",6,,23/12/1875,General election,12/07/1876,Resigned,Auckland West
227,"HUNTER, George",6,,23/12/1875,General election,15/08/1879,Defeated,City of Wellington
198,"KELLY, Thomas",6,,23/12/1875,General election,5/09/1879,Re-elected,Town of New Plymouth
219,"MURRAY, William Archibald",6,,23/12/1875,General election,8/09/1879,Re-elected,Bruce
229,"PEARCE, Edward",6,,23/12/1875,General election,7/03/1877,Resigned,City of Wellington
267,"LUMSDEN, George",6,,24/12/1875,General election,10/06/1878,Resigned,Invercargill
214,"SWANSON, William",6,,24/12/1875,General election,1/09/1879,Re-elected,Newton
252,"PYKE, Vincent",6,,27/12/1875,General election,2/09/1879,Re-elected,Dunstan
268,"WAKEFIELD, Edward",6,,27/12/1875,General election,27/08/1879,Re-elected,Geraldine
135,"BURNS, Arthur John",6,,28/12/1875,General election,28/06/1878,Resigned,Roslyn
204,"CARRINGTON, Frederick Alonzo",6,,28/12/1875,General election,27/08/1879,Retired,Grey and Bell
269,"MURRAY-AYNSLEY, Hugh Percy",6,,28/12/1875,General election,27/08/1879,Defeated,Lyttelton
52,"STAFFORD, Edward William",6,,28/12/1875,General election,25/02/1878,Resigned,Timaru
53,"FITZHERBERT, William",6,,29/12/1875,General election,13/06/1879,Resigned,Hutt
253,"GIBBS, William",6,,29/12/1875,General election,10/09/1879,Re-elected,Collingwood
256,"MONTGOMERY, William",6,,29/12/1875,General election,31/08/1879,Re-elected,Akaroa
95,"O'RORKE, George Maurice",6,,29/12/1875,General election,8/09/1879,Re-elected,Onehunga
156,"REID, Donald",6,,29/12/1875,General election,6/06/1878,Resigned,Taieri
270,"FITZROY, Cecil Augustus",6,,30/12/1875,General election,27/08/1879,Retired,Selwyn
271,"JOYCE, James Parker",6,,30/12/1875,General election,27/08/1879,Defeated,Wallace
163,"MCLEAN, Donald",6,,30/12/1875,General election,5/01/1877,Died,Napier
272,"REES, William Lee",6,,30/12/1875,General election,27/08/1879,Defeated,Auckland East
106,"RICHMOND, Andrew James",6,,30/12/1875,General election,7/09/1879,Re-elected,Suburbs of Nelson
273,"RUSSELL, William Russell",6,,30/12/1875,General election,7/09/1879,Re-elected,Napier
73,"BRANDON, Alfred de Bathe",6,,31/12/1875,General election,10/09/1879,Re-elected,Wellington Country
94,"WOOD, Reader Gilson",6,,31/12/1875,General election,21/01/1878,Resigned,Parnell
116,"ATKINSON, Harry Albert",6,,3/01/1876,General election,27/08/1879,Re-elected,Egmont
218,"ANDREW, John Chapman",6,,4/01/1876,General election,6/06/1877,Resigned,Wairarapa
140,"BUNNY, Henry",6,,4/01/1876,General election,27/08/1879,Re-elected,Wairarapa
274,"FISHER, James Temple",6,,4/01/1876,General election,27/08/1879,Re-elected,Heathcote
237,"TAIAROA, Hori Kerei",6,,4/01/1876,General election,7/07/1879,Resigned,Southern Maori
260,"BALLANCE, John",6,,5/01/1876,General election,27/08/1879,Re-elected,Rangitīkei
275,"HENRY, Joseph",6,,5/01/1876,General election,27/08/1879,Defeated,Buller
143,"WHITAKER, Frederick",6,,5/01/1876,General election,27/08/1879,Defeated,Waikato
259,"GREY, George",6,,6/01/1876,General election,27/08/1879,Re-elected,Thames
276,"HURSTHOUSE, Richmond",6,,6/01/1876,General election,1/09/1879,Re-elected,Motueka
277,"MORRIS, George Bentham",6,,6/01/1876,General election,27/08/1879,Defeated,East Coast
278,"READ, George Edward",6,,6/01/1876,General election,27/08/1879,Election petition / Judicial review,East Coast
279,"ROWE, William",6,,6/01/1876,General election,27/08/1879,Retired,Thames
280,"TOLE, Joseph Augustus",6,,6/01/1876,General election,4/09/1879,Re-elected,Eden
281,"WASON, John Cathcart",6,,6/01/1876,General election,14/04/1879,Resigned,Coleridge
159,"WOOD, William",6,,6/01/1876,General election,29/10/1878,Resigned,Mataura
173,"BAIGENT, Edward",6,,7/01/1876,By-election,27/08/1879,Retired,Waimea
153,"BRYCE, John",6,,7/01/1876,General election,27/08/1879,Re-elected,Wanganui
282,"HODGKINSON, Samuel",6,,7/01/1876,General election,27/08/1879,Defeated,Riverton
283,"MANDERS, Henry",6,,7/01/1876,General election,27/08/1879,Defeated,Wakatipu
113,"ORMOND, John Davies",6,,7/01/1876,General election,9/09/1879,Re-elected,Clive
130,"VOGEL, Julius",6,,7/01/1876,General election,11/09/1876,Resigned,Wanganui
284,"HARPER, Leonard",6,,8/01/1876,General election,2/04/1878,Resigned,Cheviot
287,"DOUGLAS, Robert Andrews Mackenzie",6,,10/01/1876,General election,27/08/1879,Retired,Marsden
